,Unnamed: 0,Age,BusinessTravel,DailyRate,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked,JobRole_FreqEncoded,EducationField_FreqEncoded,Department_Research & Development,Department_Sales,MaritalStatus_Married,MaritalStatus_Single
978,1150,35,1,819,18,5,Life Sciences,1,1621,1,48,2,5208,26312,0,11,4,80,0,2,Research Scientist,3,15,10,2.833213344056216,2.833213344056216,0.6931471805599453,0,1,2,4,3,0,1,243,510,True,False,True,False
979,1152,21,1,546,5,1,Medical,1,1623,1,97,1,3117,26009,0,18,3,80,0,2,Research Scientist,3,2,2,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,3,3,3,0,1,243,389,True,False,False,True
980,1153,18,2,544,3,2,Medical,1,1624,0,70,1,1569,18420,0,12,3,80,0,2,Sales Representative,3,0,0,0.0,0.0,0.0,1,4,2,3,4,1,1,71,389,False,True,False,True
981,1154,47,1,1176,26,4,Life Sciences,1,1625,0,98,5,19658,5220,0,11,3,80,1,2,Manager,3,2,0,3.332204510175204,1.791759469228055,0.6931471805599453,0,3,4,3,3,0,3,82,510,False,False,True,False
982,1155,39,1,170,3,2,Medical,1,1627,1,76,2,3069,10302,0,15,4,80,1,3,Laboratory Technician,3,8,7,2.4849066497880004,2.3978952727983707,0.0,0,3,3,2,3,0,0,217,389,True,False,False,False
983,1156,40,1,884,15,3,Life Sciences,1,1628,0,80,3,10435,25800,0,13,4,80,2,2,Manufacturing Director,3,15,12,2.9444389791664403,2.9444389791664403,2.70805020110221,0,3,1,2,3,0,1,118,510,True,False,True,False
984,1157,35,0,208,8,4,Life Sciences,1,1630,0,52,2,4148,12250,0,12,4,80,1,5,Healthcare Representative,3,11,9,2.772588722239781,2.70805020110221,1.0986122886681096,0,3,3,3,3,0,1,111,510,True,False,True,False
985,1158,37,1,671,19,3,Life Sciences,1,1631,1,85,2,5768,26493,0,17,1,80,3,2,Manufacturing Director,3,3,2,2.302585092994046,1.6094379124341005,0.0,0,3,3,3,2,0,3,118,510,True,False,True,False
986,1159,39,2,711,4,3,Medical,1,1633,0,81,2,5042,3140,0,13,4,80,0,2,Manufacturing Director,3,2,8,2.3978952727983707,2.302585092994046,1.3862943611198906,0,3,1,3,1,0,0,118,389,True,False,False,True
987,1160,45,1,1329,2,2,Other,1,1635,0,59,2,5770,5388,0,19,1,80,2,3,Manufacturing Director,3,7,9,2.3978952727983707,2.3978952727983707,1.3862943611198906,0,4,4,2,3,0,1,118,68,True,False,False,False
988,1161,38,1,397,2,2,Medical,1,1638,0,54,3,7756,14199,0,19,4,80,1,6,Manufacturing Director,3,4,2,2.3978952727983707,1.791759469228055,0.0,0,3,4,2,4,1,3,118,389,True,False,True,False
989,1162,35,1,737,10,3,Medical,1,1639,1,55,3,10306,21530,0,17,3,80,0,3,Sales Executive,3,12,0,2.772588722239781,2.639057329615259,1.9459101490553128,1,1,4,2,3,0,9,285,389,False,True,True,False
990,1163,37,1,1470,10,3,Medical,1,1640,0,71,1,3936,9953,0,11,1,80,1,2,Research Scientist,3,4,7,2.19722457733622,2.19722457733622,2.079441541679836,0,2,2,3,1,0,1,243,389,True,False,True,False
991,1164,40,1,448,16,3,Life Sciences,1,1641,0,84,3,7945,19948,0,15,4,80,0,2,Manufacturing Director,3,2,3,2.9444389791664403,1.6094379124341005,1.3862943611198906,0,4,3,3,2,1,6,118,510,True,False,False,True
992,1165,44,2,602,1,5,Human Resources,1,1642,1,37,2,5743,10503,0,11,3,80,0,3,Human Resources,3,7,2,2.70805020110221,2.3978952727983707,0.0,0,4,1,3,3,1,4,45,24,False,False,True,False
993,1167,35,1,763,15,2,Medical,1,1645,1,59,2,5440,22098,0,14,4,80,2,2,Sales Executive,3,2,2,2.079441541679836,1.0986122886681096,1.0986122886681096,1,4,1,1,2,1,6,285,389,False,True,False,False
994,1168,24,2,567,2,1,Technical Degree,1,1646,0,32,1,3760,17218,0,13,3,80,0,2,Research Scientist,3,3,3,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,4,1,3,3,1,1,243,115,True,False,False,True
995,1169,27,1,486,8,3,Medical,1,1647,0,86,1,3517,22490,0,17,1,80,0,0,Research Scientist,3,2,2,1.791759469228055,1.3862943611198906,0.0,0,3,2,4,3,0,7,243,389,True,False,True,False
996,1170,27,2,591,2,3,Medical,1,1648,1,87,1,2580,6297,0,13,3,80,0,0,Research Scientist,3,2,2,1.9459101490553128,1.6094379124341005,0.6931471805599453,0,4,4,3,2,0,2,243,389,True,False,False,True
997,1171,40,1,1329,7,3,Life Sciences,1,1649,1,73,1,2166,3339,0,14,2,80,0,3,Laboratory Technician,3,2,3,2.3978952727983707,1.6094379124341005,0.0,1,1,1,3,1,1,3,217,510,True,False,False,True
998,1172,29,1,469,10,3,Medical,1,1650,1,42,2,5869,23413,0,11,3,80,0,2,Sales Executive,3,2,4,2.19722457733622,1.791759469228055,0.6931471805599453,0,3,3,2,3,0,9,285,389,False,True,False,True
999,1173,36,1,711,5,4,Life Sciences,1,1651,0,42,3,8008,22792,0,12,3,80,2,6,Healthcare Representative,3,2,2,2.302585092994046,1.3862943611198906,0.0,0,1,2,3,3,0,4,111,510,True,False,True,False
1000,1174,25,2,772,2,1,Life Sciences,1,1653,1,77,2,5206,4973,0,17,3,80,2,6,Manufacturing Director,3,7,7,2.079441541679836,2.079441541679836,0.0,0,3,4,4,3,0,1,118,510,True,False,False,False
1001,1176,49,1,301,22,4,Other,1,1655,0,72,4,16413,3498,0,16,2,80,2,2,Research Director,3,2,2,3.332204510175204,1.6094379124341005,0.6931471805599453,0,2,1,3,3,0,3,72,68,True,False,True,False
1002,1177,50,1,813,17,5,Life Sciences,1,1656,0,50,3,13269,21981,0,15,3,80,3,3,Research Director,3,11,11,2.995732273553991,2.70805020110221,0.6931471805599453,0,1,4,2,3,0,5,72,510,True,False,False,False
1003,1178,20,1,1141,2,3,Medical,1,1657,0,31,1,2783,13251,0,19,1,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,0,3,3,3,3,0,1,71,389,False,True,False,True
1004,1179,34,1,1130,3,3,Life Sciences,1,1658,0,66,2,5433,19332,0,12,3,80,1,2,Research Scientist,3,8,9,2.4849066497880004,2.4849066497880004,2.079441541679836,0,2,4,3,3,0,1,243,510,True,False,False,False
1005,1180,36,1,311,7,3,Life Sciences,1,1659,1,77,1,2013,10950,0,11,3,80,0,4,Laboratory Technician,3,3,3,2.772588722239781,1.6094379124341005,0.6931471805599453,0,2,1,3,3,0,2,217,510,True,False,False,True
1006,1181,49,1,465,6,1,Life Sciences,1,1661,0,41,4,13966,11652,0,19,2,80,1,3,Healthcare Representative,3,11,12,3.4339872044851463,2.772588722239781,1.0986122886681096,0,3,3,2,3,1,2,111,510,True,False,True,False
1007,1182,36,0,894,1,4,Medical,1,1662,0,33,2,4374,15411,0,15,3,80,0,6,Manufacturing Director,3,2,2,1.6094379124341005,1.3862943611198906,0.6931471805599453,0,3,4,2,3,0,0,118,389,True,False,True,False
1008,1187,38,2,1189,1,3,Life Sciences,1,1668,1,90,2,4735,9867,0,15,4,80,2,4,Research Scientist,3,11,9,2.995732273553991,2.639057329615259,1.0986122886681096,0,4,4,3,4,0,7,243,510,True,False,True,False
1009,1188,29,1,991,5,3,Medical,1,1669,1,43,2,4187,3356,0,13,2,80,1,3,Sales Executive,3,0,9,2.3978952727983707,2.3978952727983707,0.0,0,2,1,2,2,1,1,285,389,False,True,False,False
1010,1189,33,1,392,2,4,Medical,1,1670,1,93,2,5505,3921,0,14,3,80,2,5,Sales Executive,3,2,4,1.9459101490553128,1.9459101490553128,0.0,0,4,4,3,3,0,1,285,389,False,True,False,False
1011,1190,32,1,977,2,3,Medical,1,1671,1,45,2,5470,25518,0,13,3,80,2,4,Research Scientist,3,5,6,2.3978952727983707,2.302585092994046,0.6931471805599453,0,2,4,3,2,0,0,243,389,True,False,False,False
1012,1191,31,1,1112,5,4,Life Sciences,1,1673,0,67,2,5476,22589,0,11,1,80,2,2,Sales Executive,3,0,2,2.3978952727983707,2.3978952727983707,0.0,0,4,1,3,3,0,1,285,510,False,True,True,False
1013,1192,49,1,464,16,3,Medical,1,1674,0,74,1,2587,24941,0,16,2,80,1,2,Laboratory Technician,3,2,2,2.8903717578961645,1.0986122886681096,1.0986122886681096,0,1,4,3,2,1,4,217,389,True,False,False,False
1014,1194,47,1,1225,2,4,Life Sciences,1,1676,0,47,4,15972,21086,0,14,3,80,3,2,Manager,3,2,2,3.4011973816621555,1.3862943611198906,0.6931471805599453,0,2,2,4,3,0,6,82,510,False,True,False,False
1015,1195,49,1,809,1,3,Life Sciences,1,1677,1,36,4,15379,22384,0,14,1,80,0,2,Manager,3,7,0,3.1780538303479458,2.19722457733622,0.0,0,3,3,3,3,0,4,82,510,True,False,False,True
1016,1196,41,1,1206,23,2,Life Sciences,1,1678,1,80,3,7082,11591,0,16,4,80,0,2,Sales Executive,3,0,2,3.091042453358316,1.0986122886681096,0.0,0,3,4,3,3,1,3,285,510,False,True,False,True
1017,1197,20,1,727,9,1,Life Sciences,1,1680,1,54,1,2728,21082,0,11,1,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,0.0,0,1,4,3,3,0,1,71,510,False,True,False,True
1018,1199,36,1,1351,26,4,Life Sciences,1,1682,1,80,2,5347,7419,0,14,2,80,2,2,Healthcare Representative,3,2,2,2.3978952727983707,1.3862943611198906,0.0,0,3,1,3,2,0,6,111,510,True,False,True,False
1019,1200,44,1,528,1,3,Life Sciences,1,1683,0,44,1,3195,4167,0,18,1,80,3,2,Human Resources,3,2,2,2.19722457733622,1.0986122886681096,1.0986122886681096,0,4,3,3,3,1,4,45,510,False,False,False,False
1020,1201,23,1,1320,8,1,Medical,1,1684,1,93,1,3989,20586,0,11,1,80,0,2,Laboratory Technician,3,4,2,1.791759469228055,1.791759469228055,0.6931471805599453,1,3,4,2,3,1,1,217,389,True,False,False,True
1021,1202,38,1,1495,4,2,Medical,1,1687,0,87,1,3306,26176,0,19,4,80,1,5,Laboratory Technician,3,0,0,2.079441541679836,0.0,0.0,0,3,4,3,2,0,7,217,389,True,False,True,False
1022,1203,53,1,1395,24,4,Medical,1,1689,1,48,3,7005,3458,0,15,3,80,0,2,Healthcare Representative,3,3,2,2.4849066497880004,1.6094379124341005,0.6931471805599453,0,4,2,4,3,0,3,111,389,True,False,True,False
1023,1204,48,2,708,7,2,Medical,1,1691,0,95,1,2655,11740,0,11,3,80,2,3,Sales Representative,3,7,7,2.995732273553991,2.302585092994046,2.079441541679836,1,3,4,3,3,1,2,71,389,False,True,True,False
1024,1205,32,1,1259,2,4,Life Sciences,1,1692,1,95,1,1393,24852,0,12,1,80,0,2,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,2,4,3,3,0,1,217,510,True,False,False,True
1025,1207,55,1,1441,22,3,Technical Degree,1,1694,1,94,1,3537,23737,0,12,4,80,1,1,Research Scientist,3,2,2,2.19722457733622,1.6094379124341005,0.6931471805599453,0,2,1,2,3,0,5,243,115,True,False,False,False
1026,1208,34,1,1157,5,2,Medical,1,1696,1,57,2,3986,11912,0,14,3,80,1,3,Laboratory Technician,3,10,13,2.772588722239781,2.772588722239781,1.6094379124341005,0,4,2,2,4,0,1,217,389,True,False,True,False
1027,1210,33,1,267,21,3,Medical,1,1698,1,79,1,2028,13637,0,18,4,80,3,6,Laboratory Technician,3,11,13,2.70805020110221,2.70805020110221,1.0986122886681096,0,2,2,4,3,0,1,217,389,True,False,True,False
1028,1211,37,2,1278,1,4,Medical,1,1700,1,31,2,9525,7677,0,14,3,80,2,2,Sales Executive,3,3,3,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,4,3,1,2,0,1,285,389,False,True,False,False
1029,1212,34,1,678,19,3,Life Sciences,1,1701,0,35,1,2929,20338,0,12,2,80,0,3,Research Scientist,3,9,7,2.3978952727983707,2.3978952727983707,2.19722457733622,0,4,2,2,3,0,1,243,510,True,False,True,False
1030,1214,44,1,921,2,3,Life Sciences,1,1703,0,96,3,7879,14810,0,19,2,80,1,2,Healthcare Representative,3,7,7,2.302585092994046,2.19722457733622,1.9459101490553128,0,4,3,4,3,1,1,111,510,True,False,True,False
1031,1215,35,2,146,2,4,Medical,1,1704,1,79,1,4930,13970,0,14,3,80,0,2,Research Scientist,3,4,4,1.9459101490553128,1.791759469228055,0.6931471805599453,0,4,1,2,4,1,0,243,389,True,False,False,True
1032,1216,43,1,1179,2,3,Medical,1,1706,1,73,2,7847,6069,0,17,1,80,1,3,Sales Executive,3,9,8,2.3978952727983707,2.3978952727983707,2.19722457733622,0,4,4,3,3,1,1,285,389,False,True,True,False
1033,1217,24,1,581,9,3,Medical,1,1707,1,62,1,4401,17616,0,16,4,80,1,1,Research Scientist,3,3,4,1.791759469228055,1.791759469228055,0.0,0,3,3,4,3,0,1,243,389,True,False,True,False
1034,1218,41,1,918,6,3,Marketing,1,1708,1,35,3,9241,15869,0,12,2,80,0,3,Sales Executive,3,8,7,2.3978952727983707,2.3978952727983707,2.19722457733622,0,3,4,3,3,0,1,285,138,False,True,False,True
1035,1219,29,1,1082,9,4,Medical,1,1709,0,43,1,2974,25412,0,17,3,80,1,2,Laboratory Technician,3,3,2,2.302585092994046,1.791759469228055,0.6931471805599453,0,3,4,3,3,0,9,217,389,True,False,True,False
1036,1220,36,1,530,2,4,Life Sciences,1,1710,0,51,2,4502,7439,0,15,3,80,0,2,Sales Representative,3,7,7,2.8903717578961645,2.639057329615259,1.9459101490553128,0,4,3,3,2,0,3,71,510,False,True,False,True
1037,1222,24,1,240,22,1,Human Resources,1,1714,1,58,1,1555,11585,0,11,3,80,1,2,Human Resources,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,3,4,1,3,0,1,45,24,False,False,True,False
1038,1223,47,2,1093,9,3,Life Sciences,1,1716,1,82,4,12936,24164,0,11,3,80,0,3,Sales Executive,3,5,10,3.258096538021482,3.1780538303479458,2.70805020110221,1,3,3,1,1,0,7,285,510,False,True,True,False
1039,1224,26,1,390,17,4,Medical,1,1718,1,62,1,2305,6217,0,15,3,80,3,3,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.0,0,3,4,1,4,0,1,217,389,True,False,True,False
1040,1225,45,1,1005,28,2,Technical Degree,1,1719,0,48,4,16704,17119,0,11,3,80,0,2,Research Director,3,6,6,3.091042453358316,3.091042453358316,2.19722457733622,0,2,4,2,3,0,1,72,115,True,False,False,True
1041,1226,32,2,585,10,3,Life Sciences,1,1720,1,56,1,3433,17360,0,13,1,80,1,3,Research Scientist,3,2,3,2.3978952727983707,1.791759469228055,0.6931471805599453,0,3,1,3,2,0,6,243,510,True,False,True,False
1042,1227,31,1,741,2,4,Life Sciences,1,1721,1,69,1,3477,18103,0,14,4,80,1,2,Laboratory Technician,3,2,3,1.9459101490553128,1.791759469228055,0.0,0,3,2,3,4,0,1,217,510,True,False,True,False
1043,1228,41,0,552,4,3,Human Resources,1,1722,1,60,2,6430,20794,0,19,2,80,1,4,Human Resources,3,2,2,2.3978952727983707,1.3862943611198906,0.6931471805599453,0,2,3,1,3,0,6,45,24,False,False,True,False
1044,1229,40,1,369,8,2,Life Sciences,1,1724,0,92,2,6516,5041,0,16,2,80,1,3,Manufacturing Director,3,0,0,2.9444389791664403,0.6931471805599453,0.0,0,1,2,3,3,1,2,118,510,True,False,True,False
1045,1230,24,1,506,29,1,Medical,1,1725,1,91,1,3907,3622,0,13,2,80,3,2,Laboratory Technician,3,2,2,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,1,2,3,4,0,1,217,389,True,False,False,False
1046,1231,46,1,717,13,4,Life Sciences,1,1727,1,34,2,5562,9697,0,14,4,80,0,3,Healthcare Representative,3,7,9,2.995732273553991,2.3978952727983707,0.0,0,2,3,3,3,0,6,111,510,True,False,False,True
1047,1232,35,1,1370,27,4,Life Sciences,1,1728,1,49,2,6883,5151,0,16,2,80,1,3,Manufacturing Director,3,7,7,2.8903717578961645,2.079441541679836,0.0,0,3,4,3,3,0,2,118,510,True,False,True,False
1048,1233,30,1,793,16,1,Life Sciences,1,1729,1,33,1,2862,3811,0,12,2,80,1,2,Research Scientist,3,0,8,2.3978952727983707,2.3978952727983707,0.0,0,4,2,3,2,0,1,243,510,True,False,True,False
1049,1234,47,0,543,2,4,Marketing,1,1731,1,87,2,4978,3536,0,11,4,80,1,3,Sales Executive,3,0,0,1.6094379124341005,0.6931471805599453,0.0,0,2,3,3,1,0,7,285,138,False,True,True,False
1050,1235,46,1,1277,2,3,Life Sciences,1,1732,1,74,3,10368,5596,0,12,2,80,1,5,Sales Executive,3,6,3,2.639057329615259,2.3978952727983707,0.0,0,4,3,3,2,1,4,285,510,False,True,False,False
1051,1236,36,1,1456,13,5,Marketing,1,1733,1,96,2,6134,8658,0,13,2,80,3,3,Sales Executive,3,2,2,2.833213344056216,1.0986122886681096,1.0986122886681096,1,1,2,2,3,1,5,285,138,False,True,False,False
1052,1237,32,1,964,1,2,Life Sciences,1,1734,1,34,2,6735,12147,0,15,2,80,0,2,Sales Executive,3,0,0,2.3978952727983707,0.0,0.0,1,2,1,1,3,0,6,285,510,False,True,False,True
1053,1238,23,1,160,4,1,Medical,1,1735,0,51,1,3295,12862,0,13,3,80,0,3,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,0,2,3,3,1,0,1,217,389,True,False,False,True
1054,1240,39,0,792,1,3,Life Sciences,1,1737,1,77,2,6472,8989,0,15,4,80,1,2,Laboratory Technician,3,8,8,2.302585092994046,2.302585092994046,1.791759469228055,0,4,4,3,3,1,1,217,510,True,False,True,False
1055,1241,32,1,371,19,3,Life Sciences,1,1739,1,80,3,9610,3840,0,13,3,80,1,2,Sales Executive,3,3,2,2.3978952727983707,1.6094379124341005,0.0,0,3,4,1,1,0,3,285,510,False,True,True,False
1056,1242,40,1,611,7,4,Medical,1,1740,1,88,5,19833,4349,0,14,2,80,0,3,Manager,3,8,8,3.091042453358316,3.091042453358316,2.5649493574615367,0,2,2,3,2,0,1,82,389,False,True,False,True
1057,1244,30,2,1312,2,4,Technical Degree,1,1745,0,78,1,4968,26427,0,16,4,80,0,2,Research Scientist,3,7,7,2.3978952727983707,2.302585092994046,0.0,0,1,4,2,3,0,0,243,115,True,False,False,True
1058,1245,24,2,897,10,3,Medical,1,1746,1,59,1,2145,2097,0,14,4,80,1,2,Human Resources,3,2,1,1.3862943611198906,1.0986122886681096,1.0986122886681096,0,4,1,3,3,0,0,45,389,False,False,True,False
1059,1246,30,2,600,8,3,Human Resources,1,1747,0,66,1,2180,9732,0,11,3,80,1,0,Human Resources,3,2,2,1.9459101490553128,1.6094379124341005,0.6931471805599453,1,4,3,2,2,0,6,45,24,False,False,False,False
1060,1247,31,1,1003,5,3,Technical Degree,1,1749,1,51,2,8346,20943,0,19,3,80,1,3,Sales Executive,3,2,2,1.9459101490553128,1.791759469228055,0.0,0,3,1,3,3,0,1,285,115,False,True,True,False
1061,1248,27,1,1054,8,3,Medical,1,1751,0,67,1,3445,6152,0,11,3,80,0,5,Research Scientist,3,2,4,1.9459101490553128,1.9459101490553128,0.6931471805599453,0,4,3,3,2,0,1,243,389,True,False,False,True
1062,1249,29,1,428,9,3,Marketing,1,1752,0,52,1,2760,14630,0,13,3,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,1,2,2,1,3,0,1,71,138,False,True,False,True
1063,1250,29,2,461,1,3,Life Sciences,1,1753,1,70,2,6294,23060,0,12,4,80,0,5,Healthcare Representative,3,2,2,2.3978952727983707,1.3862943611198906,0.0,0,3,4,4,4,1,8,111,510,True,False,False,True
1064,1251,30,1,979,15,2,Marketing,1,1754,1,94,3,7140,3088,0,11,1,80,1,2,Sales Executive,3,7,7,2.5649493574615367,2.079441541679836,0.6931471805599453,0,1,3,2,3,0,2,285,138,False,True,False,False
1065,1252,34,1,181,2,4,Medical,1,1755,1,97,1,2932,5586,0,14,1,80,3,3,Research Scientist,3,0,2,1.9459101490553128,1.791759469228055,0.6931471805599453,0,4,4,4,3,1,0,243,389,True,False,True,False
1066,1253,33,0,1283,2,3,Marketing,1,1756,0,62,2,5147,10697,0,15,4,80,0,2,Sales Executive,3,7,7,2.639057329615259,2.4849066497880004,0.6931471805599453,0,2,4,3,2,0,8,285,138,False,True,False,True
1067,1254,49,1,1313,11,4,Marketing,1,1757,0,80,2,4507,8191,0,12,3,80,0,1,Sales Executive,3,1,4,2.19722457733622,1.791759469228055,0.0,0,4,4,3,4,0,3,285,138,False,True,False,True
1068,1256,38,2,594,2,2,Medical,1,1760,0,75,1,2468,15963,0,14,2,80,1,4,Laboratory Technician,3,1,5,2.302585092994046,1.9459101490553128,0.0,0,2,3,2,2,0,4,217,389,True,False,True,False
1069,1257,31,1,1079,16,4,Marketing,1,1761,1,70,3,8161,19002,0,13,1,80,3,2,Sales Executive,3,0,0,2.3978952727983707,0.6931471805599453,0.0,1,3,1,3,3,0,2,285,138,False,True,True,False
1070,1258,29,1,590,4,3,Technical Degree,1,1762,0,91,1,2109,10007,0,13,3,80,1,2,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.0,0,1,4,2,3,0,1,243,115,True,False,False,False
1071,1259,30,1,305,16,3,Life Sciences,1,1763,1,58,2,5294,9128,0,16,3,80,1,3,Healthcare Representative,3,0,7,2.3978952727983707,2.079441541679836,0.6931471805599453,0,3,3,4,3,0,3,111,510,True,False,True,False
1072,1260,32,0,953,5,4,Technical Degree,1,1764,1,65,1,2718,17674,0,14,2,80,0,3,Research Scientist,3,7,7,2.5649493574615367,2.079441541679836,0.0,0,2,2,3,3,0,2,243,115,True,False,False,True
1073,1261,38,1,833,18,3,Medical,1,1766,1,60,2,5811,24539,0,16,3,80,1,2,Healthcare Representative,3,0,0,2.772588722239781,0.6931471805599453,0.6931471805599453,0,4,2,1,3,1,3,111,389,True,False,True,False
1074,1262,43,2,807,17,3,Technical Degree,1,1767,1,38,1,2437,15587,0,16,4,80,1,4,Research Scientist,3,0,0,1.9459101490553128,0.6931471805599453,0.0,1,3,3,2,3,1,9,243,115,True,False,True,False
1075,1264,55,1,478,2,3,Medical,1,1770,1,60,5,19038,19805,0,12,2,80,3,2,Research Director,3,0,0,3.555348061489413,0.6931471805599453,0.0,0,1,3,2,3,0,8,72,389,True,False,True,False
1076,1265,33,0,775,4,3,Technical Degree,1,1771,1,90,2,3055,6194,0,15,4,80,2,2,Research Scientist,3,8,7,2.4849066497880004,2.302585092994046,0.6931471805599453,0,2,4,3,2,0,5,243,115,True,False,False,False
1077,1267,34,0,1375,10,3,Life Sciences,1,1774,1,87,2,4001,12313,0,14,3,80,1,3,Sales Executive,3,14,7,2.772588722239781,2.772588722239781,0.0,0,3,4,3,3,1,1,285,510,False,True,False,False
1078,1269,43,1,244,2,3,Life Sciences,1,1778,1,97,1,3539,5033,0,13,2,80,0,5,Human Resources,3,7,8,2.3978952727983707,2.302585092994046,0.6931471805599453,0,4,2,3,3,0,0,45,510,False,False,False,True
1079,1270,34,1,511,3,2,Life Sciences,1,1779,0,32,2,6029,25353,0,12,1,80,0,3,Sales Executive,3,2,2,1.9459101490553128,1.0986122886681096,1.0986122886681096,0,4,4,1,3,0,5,285,510,False,True,False,True
1080,1271,21,1,337,7,1,Marketing,1,1780,1,31,1,2679,4567,0,13,2,80,0,3,Sales Representative,3,0,0,0.6931471805599453,0.6931471805599453,0.6931471805599453,1,2,2,3,3,0,1,71,138,False,True,False,True
1081,1272,38,1,1153,6,2,Other,1,1782,0,40,1,3702,16376,0,11,2,80,1,3,Laboratory Technician,3,4,4,1.791759469228055,1.791759469228055,0.0,0,3,4,2,3,0,1,217,68,True,False,True,False
1082,1273,22,1,1294,8,1,Medical,1,1783,0,79,1,2398,15999,0,17,3,80,0,6,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,1,1,3,3,3,1,1,217,389,True,False,True,False
1083,1274,31,1,196,29,4,Marketing,1,1784,0,91,2,5468,13402,0,14,1,80,2,3,Sales Executive,3,7,7,2.639057329615259,2.5649493574615367,1.791759469228055,0,4,1,2,3,0,1,285,138,False,True,True,False
1084,1275,51,1,942,3,3,Technical Degree,1,1786,0,53,3,13116,22984,0,11,4,80,0,2,Manager,3,2,2,2.772588722239781,1.0986122886681096,1.0986122886681096,0,3,1,3,3,0,2,82,115,True,False,True,False
1085,1276,37,1,589,9,2,Marketing,1,1787,1,46,2,4189,8800,0,14,1,80,2,2,Sales Executive,3,2,3,1.791759469228055,1.791759469228055,0.0,0,2,2,2,3,0,1,285,138,False,True,True,False
1086,1277,46,1,734,2,4,Medical,1,1789,1,46,5,19328,14218,0,17,3,80,1,3,Research Director,3,1,2,3.218875824868201,1.0986122886681096,1.0986122886681096,0,4,3,3,3,1,7,72,389,True,False,False,False
1087,1278,36,1,1383,10,3,Life Sciences,1,1790,1,90,3,8321,25949,0,13,4,80,1,1,Healthcare Representative,3,8,7,2.772588722239781,2.5649493574615367,1.791759469228055,0,1,4,3,3,1,7,111,510,True,False,True,False
1088,1279,44,2,429,1,2,Medical,1,1792,1,99,1,2342,11092,0,12,3,80,3,2,Research Scientist,3,3,3,1.9459101490553128,1.791759469228055,1.0986122886681096,1,2,3,3,2,1,1,243,389,True,False,False,False
1089,1280,37,1,1239,8,2,Other,1,1794,1,89,2,4071,12832,0,13,3,80,0,4,Human Resources,3,0,7,2.995732273553991,2.3978952727983707,1.6094379124341005,0,2,3,3,2,0,2,45,68,False,False,False,False
1090,1281,35,1,303,27,3,Life Sciences,1,1797,1,84,2,5813,13492,0,18,4,80,0,2,Sales Executive,3,7,7,2.3978952727983707,2.3978952727983707,2.079441541679836,1,4,3,3,3,1,1,285,510,False,True,False,True
1091,1282,33,1,867,8,4,Life Sciences,1,1798,1,90,1,3143,6076,0,19,2,80,1,1,Research Scientist,3,8,6,2.70805020110221,2.3978952727983707,2.079441541679836,0,1,4,4,3,0,6,243,510,True,False,True,False
1092,1283,28,1,1181,1,3,Life Sciences,1,1799,1,82,1,2044,5531,0,11,3,80,1,6,Research Scientist,3,3,3,1.791759469228055,1.791759469228055,0.0,0,4,3,3,4,0,1,243,510,True,False,True,False
1093,1285,46,0,849,26,2,Life Sciences,1,1801,1,98,2,7991,25166,0,15,3,80,0,3,Sales Executive,3,2,2,1.9459101490553128,1.0986122886681096,1.0986122886681096,0,2,2,2,3,0,8,285,510,False,True,False,True
1094,1286,40,1,616,2,2,Life Sciences,1,1802,0,99,1,3377,25605,0,17,4,80,1,5,Laboratory Technician,3,3,2,2.079441541679836,1.6094379124341005,0.0,0,1,3,3,2,0,4,217,510,True,False,True,False
1095,1287,42,1,1128,13,3,Medical,1,1803,1,95,2,5538,5696,0,18,3,80,2,2,Healthcare Representative,3,0,0,2.3978952727983707,0.0,0.0,0,1,2,4,2,0,5,111,389,True,False,True,False
1096,1288,35,0,1180,2,2,Medical,1,1804,1,90,2,5762,24442,0,14,3,80,1,6,Manufacturing Director,3,7,7,2.772588722239781,2.079441541679836,0.6931471805599453,0,4,2,3,3,0,2,118,389,True,False,False,False
