,Age,BusinessTravel,DailyRate,Department,DistanceFromHome,Education,EducationField,EmployeeCount,EmployeeNumber,Gender,HourlyRate,JobLevel,MaritalStatus,MonthlyIncome,MonthlyRate,Over18,PercentSalaryHike,RelationshipSatisfaction,StandardHours,StockOptionLevel,TrainingTimesLastYear,JobRole,PerformanceRating,YearsInCurrentRole,YearsWithCurrManager,TotalWorkingYears,YearsAtCompany,YearsSinceLastPromotion,Attrition,JobSatisfaction,EnvironmentSatisfaction,JobInvolvement,WorkLifeBalance,OverTime,NumCompaniesWorked
1109,30,Travel_Rarely,1288,Sales,29,4,Technical Degree,1,1568,Male,33,3,Married,9250,17799,Y,12,2,80,1,3,Sales Executive,3,2,3,2.302585092994046,1.6094379124341003,0.6931471805599453,No,2,3,3,3,No,3
1110,35,Travel_Rarely,104,Research & Development,2,3,Life Sciences,1,1569,Female,69,1,Divorced,2074,26619,Y,12,4,80,1,2,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,1,1,3,3,Yes,1
1111,53,Travel_Rarely,607,Research & Development,2,5,Technical Degree,1,1572,Female,78,3,Married,10169,14618,Y,16,2,80,1,4,Manufacturing Director,3,7,9,3.5553480614894135,3.5263605246161616,0.6931471805599453,Yes,4,3,2,3,No,0
1112,38,Travel_Rarely,903,Research & Development,2,3,Medical,1,1573,Male,81,2,Married,4855,7653,Y,11,1,80,2,2,Manufacturing Director,3,2,4,2.0794415416798357,1.791759469228055,0.6931471805599453,Yes,2,3,3,3,No,4
1113,32,Non-Travel,1200,Research & Development,1,4,Technical Degree,1,1574,Male,62,2,Married,4087,25174,Y,14,2,80,1,3,Research Scientist,3,5,2,2.302585092994046,1.9459101490553132,0.6931471805599453,No,1,4,3,2,No,4
1114,48,Travel_Rarely,1108,Research & Development,15,4,Other,1,1576,Female,65,1,Married,2367,16530,Y,12,4,80,1,3,Research Scientist,3,2,6,2.3978952727983707,2.1972245773362196,2.0794415416798357,No,1,3,3,2,No,8
1115,34,Travel_Rarely,479,Research & Development,7,4,Medical,1,1577,Male,35,1,Single,2972,22061,Y,13,3,80,0,4,Research Scientist,3,0,0,0.6931471805599453,0.6931471805599453,0.0,No,4,1,3,1,No,1
1117,34,Travel_Rarely,1351,Research & Development,1,4,Life Sciences,1,1580,Male,45,2,Married,5484,13008,Y,17,2,80,1,3,Research Scientist,3,2,1,2.302585092994046,1.0986122886681096,1.0986122886681096,No,4,2,3,2,No,9
1119,38,Travel_Rarely,1245,Sales,14,3,Life Sciences,1,1582,Male,80,2,Married,9924,12355,Y,11,4,80,1,3,Sales Executive,3,8,7,2.3978952727983707,2.302585092994046,2.0794415416798357,No,2,3,3,3,No,0
1120,38,Travel_Rarely,437,Sales,16,3,Life Sciences,1,1583,Female,90,2,Single,4198,16379,Y,12,2,80,0,5,Sales Executive,3,2,2,2.1972245773362196,1.3862943611198906,0.6931471805599453,No,2,2,3,4,No,2
1121,36,Travel_Rarely,884,Sales,1,4,Life Sciences,1,1585,Female,73,2,Single,6815,21447,Y,13,1,80,0,5,Sales Executive,3,0,0,2.772588722239781,0.6931471805599453,0.0,No,3,2,3,3,No,6
1122,29,Travel_Rarely,1370,Research & Development,3,1,Medical,1,1586,Male,87,1,Single,4723,16213,Y,18,4,80,0,3,Laboratory Technician,3,9,5,2.3978952727983707,2.3978952727983707,0.6931471805599453,No,1,2,3,3,Yes,1
1123,35,Travel_Rarely,670,Research & Development,10,4,Medical,1,1587,Female,51,2,Single,6142,4223,Y,16,3,80,0,4,Healthcare Representative,3,2,4,2.3978952727983707,1.791759469228055,0.0,No,3,1,3,3,Yes,3
1124,39,Travel_Rarely,1462,Sales,6,3,Medical,1,1588,Male,38,3,Married,8237,4658,Y,11,1,80,1,3,Sales Executive,3,6,6,2.4849066497880004,2.0794415416798357,2.0794415416798357,No,3,4,4,3,No,2
1125,29,Travel_Frequently,995,Research & Development,2,1,Life Sciences,1,1590,Male,87,2,Divorced,8853,24483,Y,19,4,80,1,0,Healthcare Representative,3,4,3,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,1,3,4,No,1
1126,50,Travel_Rarely,264,Sales,9,3,Marketing,1,1591,Male,59,5,Married,19331,19519,Y,16,3,80,1,2,Manager,3,0,0,3.332204510175204,0.6931471805599453,0.0,No,3,3,3,3,Yes,4
1127,23,Travel_Rarely,977,Research & Development,10,3,Technical Degree,1,1592,Male,45,1,Married,2073,12826,Y,16,4,80,1,2,Research Scientist,3,2,2,1.6094379124341003,1.0986122886681096,1.0986122886681096,No,3,4,4,3,No,2
1128,36,Travel_Frequently,1302,Research & Development,6,4,Life Sciences,1,1594,Male,80,2,Married,5562,19711,Y,13,4,80,1,3,Laboratory Technician,3,2,2,2.302585092994046,1.3862943611198906,0.0,No,1,1,4,3,Yes,3
1130,35,Travel_Rarely,750,Research & Development,28,3,Life Sciences,1,1596,Male,46,2,Married,3407,25348,Y,17,4,80,2,3,Laboratory Technician,3,9,8,2.3978952727983707,2.3978952727983707,1.9459101490553132,No,3,2,4,2,No,1
1131,34,Travel_Frequently,653,Research & Development,10,4,Technical Degree,1,1597,Male,92,2,Married,5063,15332,Y,14,2,80,1,3,Healthcare Representative,3,2,7,2.1972245773362196,2.1972245773362196,2.0794415416798357,No,3,4,2,2,No,1
1132,40,Travel_Rarely,118,Sales,14,2,Life Sciences,1,1598,Female,84,2,Married,4639,11262,Y,15,3,80,1,2,Sales Executive,3,4,2,1.791759469228055,1.791759469228055,0.6931471805599453,No,1,4,3,3,No,1
1133,43,Travel_Rarely,990,Research & Development,27,3,Technical Degree,1,1599,Male,87,1,Divorced,4876,5855,Y,12,3,80,1,0,Laboratory Technician,3,4,2,2.1972245773362196,1.9459101490553132,0.0,No,2,4,4,3,No,5
1134,35,Travel_Rarely,1349,Research & Development,7,2,Life Sciences,1,1601,Male,63,1,Married,2690,7713,Y,18,4,80,1,5,Laboratory Technician,3,0,1,0.6931471805599453,0.6931471805599453,0.0,No,4,3,2,2,No,1
1135,46,Travel_Rarely,563,Sales,1,4,Life Sciences,1,1602,Male,56,4,Single,17567,3156,Y,15,2,80,0,5,Manager,3,0,12,3.332204510175204,3.295836866004329,0.0,No,1,4,4,1,No,1
1136,28,Travel_Rarely,329,Research & Development,24,3,Medical,1,1604,Male,51,1,Married,2408,7324,Y,17,3,80,3,3,Laboratory Technician,3,1,0,0.6931471805599453,0.6931471805599453,0.0,Yes,2,3,3,3,Yes,1
1137,22,Non-Travel,457,Research & Development,26,2,Other,1,1605,Female,85,1,Married,2814,10293,Y,14,2,80,0,2,Research Scientist,3,2,3,1.6094379124341003,1.6094379124341003,0.6931471805599453,No,3,2,2,2,Yes,1
1138,50,Travel_Frequently,1234,Research & Development,20,5,Medical,1,1606,Male,41,4,Married,11245,20689,Y,15,3,80,1,3,Healthcare Representative,3,8,13,3.4965075614664802,3.4339872044851463,2.5649493574615367,No,3,2,3,3,Yes,2
1139,32,Travel_Rarely,634,Research & Development,5,4,Other,1,1607,Female,35,1,Married,3312,18783,Y,17,4,80,2,3,Research Scientist,3,2,2,1.9459101490553132,1.3862943611198906,0.0,No,4,2,4,3,No,3
1140,44,Travel_Rarely,1313,Research & Development,7,3,Medical,1,1608,Female,31,5,Divorced,19049,3549,Y,14,4,80,1,4,Research Director,3,7,10,3.1780538303479458,3.1354942159291497,0.6931471805599453,No,4,2,3,2,Yes,0
1141,30,Travel_Rarely,241,Research & Development,7,3,Medical,1,1609,Male,48,1,Married,2141,5348,Y,12,2,80,1,3,Research Scientist,3,4,1,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,2,2,2,2,No,1
1142,45,Travel_Rarely,1015,Research & Development,5,5,Medical,1,1611,Female,50,2,Single,5769,23447,Y,14,1,80,0,3,Laboratory Technician,3,7,4,2.3978952727983707,2.3978952727983707,0.6931471805599453,No,1,3,1,3,Yes,1
1143,45,Non-Travel,336,Sales,26,3,Marketing,1,1612,Male,52,2,Married,4385,24162,Y,15,1,80,1,2,Sales Executive,3,7,5,2.3978952727983707,2.3978952727983707,1.6094379124341003,No,1,1,2,3,No,1
1144,31,Travel_Frequently,715,Sales,2,4,Other,1,1613,Male,54,2,Single,5332,21602,Y,13,4,80,0,3,Sales Executive,3,2,3,2.3978952727983707,1.791759469228055,0.0,No,1,4,3,3,No,7
1145,36,Travel_Rarely,559,Research & Development,12,4,Life Sciences,1,1614,Female,76,2,Married,4663,12421,Y,12,2,80,2,2,Manufacturing Director,3,2,1,2.0794415416798357,1.3862943611198906,0.6931471805599453,No,3,3,3,3,Yes,9
1146,34,Travel_Frequently,426,Research & Development,10,4,Life Sciences,1,1615,Male,42,2,Divorced,4724,17000,Y,13,1,80,1,3,Manufacturing Director,3,7,2,2.302585092994046,2.302585092994046,2.0794415416798357,No,4,3,4,3,No,1
1147,49,Travel_Rarely,722,Research & Development,25,4,Life Sciences,1,1617,Female,84,1,Married,3211,22102,Y,14,4,80,1,3,Laboratory Technician,3,6,4,2.3978952727983707,2.302585092994046,0.6931471805599453,No,1,3,3,2,No,1
1148,39,Travel_Rarely,1387,Research & Development,10,5,Medical,1,1618,Male,76,2,Married,5377,3835,Y,13,4,80,3,3,Manufacturing Director,3,7,7,2.3978952727983707,2.0794415416798357,2.0794415416798357,No,1,2,3,3,No,2
1149,27,Travel_Rarely,1302,Research & Development,19,3,Other,1,1619,Male,67,1,Divorced,4066,16290,Y,11,1,80,2,3,Laboratory Technician,3,7,7,2.0794415416798357,2.0794415416798357,0.0,No,1,4,2,3,No,1
1150,35,Travel_Rarely,819,Research & Development,18,5,Life Sciences,1,1621,Male,48,2,Married,5208,26312,Y,11,4,80,0,2,Research Scientist,3,15,10,2.833213344056216,2.833213344056216,0.6931471805599453,No,1,2,4,3,No,1
1152,21,Travel_Rarely,546,Research & Development,5,1,Medical,1,1623,Male,97,1,Single,3117,26009,Y,18,3,80,0,2,Research Scientist,3,2,2,1.3862943611198906,1.0986122886681096,1.0986122886681096,No,4,3,3,3,No,1
1153,18,Travel_Frequently,544,Sales,3,2,Medical,1,1624,Female,70,1,Single,1569,18420,Y,12,3,80,0,2,Sales Representative,3,0,0,0.0,0.0,0.0,Yes,4,2,3,4,Yes,1
1154,47,Travel_Rarely,1176,Human Resources,26,4,Life Sciences,1,1625,Female,98,5,Married,19658,5220,Y,11,3,80,1,2,Manager,3,2,0,3.332204510175204,1.791759469228055,0.6931471805599453,No,3,4,3,3,No,3
1155,39,Travel_Rarely,170,Research & Development,3,2,Medical,1,1627,Male,76,2,Divorced,3069,10302,Y,15,4,80,1,3,Laboratory Technician,3,8,7,2.4849066497880004,2.3978952727983707,0.0,No,3,3,2,3,No,0
1156,40,Travel_Rarely,884,Research & Development,15,3,Life Sciences,1,1628,Female,80,3,Married,10435,25800,Y,13,4,80,2,2,Manufacturing Director,3,15,12,2.9444389791664403,2.9444389791664403,2.70805020110221,No,3,1,2,3,No,1
1157,35,Non-Travel,208,Research & Development,8,4,Life Sciences,1,1630,Female,52,2,Married,4148,12250,Y,12,4,80,1,5,Healthcare Representative,3,11,9,2.772588722239781,2.70805020110221,1.0986122886681096,No,3,3,3,3,No,1
1158,37,Travel_Rarely,671,Research & Development,19,3,Life Sciences,1,1631,Male,85,2,Married,5768,26493,Y,17,1,80,3,2,Manufacturing Director,3,3,2,2.302585092994046,1.6094379124341003,0.0,No,3,3,3,2,No,3
1159,39,Travel_Frequently,711,Research & Development,4,3,Medical,1,1633,Female,81,2,Single,5042,3140,Y,13,4,80,0,2,Manufacturing Director,3,2,8,2.3978952727983707,2.302585092994046,1.3862943611198906,No,3,1,3,1,No,0
1160,45,Travel_Rarely,1329,Research & Development,2,2,Other,1,1635,Female,59,2,Divorced,5770,5388,Y,19,1,80,2,3,Manufacturing Director,3,7,9,2.3978952727983707,2.3978952727983707,1.3862943611198906,No,4,4,2,3,No,1
1161,38,Travel_Rarely,397,Research & Development,2,2,Medical,1,1638,Female,54,3,Married,7756,14199,Y,19,4,80,1,6,Manufacturing Director,3,4,2,2.3978952727983707,1.791759469228055,0.0,No,3,4,2,4,Yes,3
1162,35,Travel_Rarely,737,Sales,10,3,Medical,1,1639,Male,55,3,Married,10306,21530,Y,17,3,80,0,3,Sales Executive,3,12,0,2.772588722239781,2.639057329615259,1.9459101490553132,Yes,1,4,2,3,No,9
1163,37,Travel_Rarely,1470,Research & Development,10,3,Medical,1,1640,Female,71,1,Married,3936,9953,Y,11,1,80,1,2,Research Scientist,3,4,7,2.1972245773362196,2.1972245773362196,2.0794415416798357,No,2,2,3,1,No,1
1164,40,Travel_Rarely,448,Research & Development,16,3,Life Sciences,1,1641,Female,84,3,Single,7945,19948,Y,15,4,80,0,2,Manufacturing Director,3,2,3,2.9444389791664403,1.6094379124341003,1.3862943611198906,No,4,3,3,2,Yes,6
1165,44,Travel_Frequently,602,Human Resources,1,5,Human Resources,1,1642,Male,37,2,Married,5743,10503,Y,11,3,80,0,3,Human Resources,3,7,2,2.70805020110221,2.3978952727983707,0.0,No,4,1,3,3,Yes,4
1167,35,Travel_Rarely,763,Sales,15,2,Medical,1,1645,Male,59,2,Divorced,5440,22098,Y,14,4,80,2,2,Sales Executive,3,2,2,2.0794415416798357,1.0986122886681096,1.0986122886681096,Yes,4,1,1,2,Yes,6
1168,24,Travel_Frequently,567,Research & Development,2,1,Technical Degree,1,1646,Female,32,1,Single,3760,17218,Y,13,3,80,0,2,Research Scientist,3,3,3,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,1,3,3,Yes,1
1169,27,Travel_Rarely,486,Research & Development,8,3,Medical,1,1647,Female,86,1,Married,3517,22490,Y,17,1,80,0,0,Research Scientist,3,2,2,1.791759469228055,1.3862943611198906,0.0,No,3,2,4,3,No,7
1170,27,Travel_Frequently,591,Research & Development,2,3,Medical,1,1648,Male,87,1,Single,2580,6297,Y,13,3,80,0,0,Research Scientist,3,2,2,1.9459101490553132,1.6094379124341003,0.6931471805599453,No,4,4,3,2,No,2
1171,40,Travel_Rarely,1329,Research & Development,7,3,Life Sciences,1,1649,Male,73,1,Single,2166,3339,Y,14,2,80,0,3,Laboratory Technician,3,2,3,2.3978952727983707,1.6094379124341003,0.0,Yes,1,1,3,1,Yes,3
1172,29,Travel_Rarely,469,Sales,10,3,Medical,1,1650,Male,42,2,Single,5869,23413,Y,11,3,80,0,2,Sales Executive,3,2,4,2.1972245773362196,1.791759469228055,0.6931471805599453,No,3,3,2,3,No,9
1173,36,Travel_Rarely,711,Research & Development,5,4,Life Sciences,1,1651,Female,42,3,Married,8008,22792,Y,12,3,80,2,6,Healthcare Representative,3,2,2,2.302585092994046,1.3862943611198906,0.0,No,1,2,3,3,No,4
1174,25,Travel_Frequently,772,Research & Development,2,1,Life Sciences,1,1653,Male,77,2,Divorced,5206,4973,Y,17,3,80,2,6,Manufacturing Director,3,7,7,2.0794415416798357,2.0794415416798357,0.0,No,3,4,4,3,No,1
1176,49,Travel_Rarely,301,Research & Development,22,4,Other,1,1655,Female,72,4,Married,16413,3498,Y,16,2,80,2,2,Research Director,3,2,2,3.332204510175204,1.6094379124341003,0.6931471805599453,No,2,1,3,3,No,3
1177,50,Travel_Rarely,813,Research & Development,17,5,Life Sciences,1,1656,Female,50,3,Divorced,13269,21981,Y,15,3,80,3,3,Research Director,3,11,11,2.995732273553991,2.70805020110221,0.6931471805599453,No,1,4,2,3,No,5
1178,20,Travel_Rarely,1141,Sales,2,3,Medical,1,1657,Female,31,1,Single,2783,13251,Y,19,1,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,1.0986122886681096,No,3,3,3,3,No,1
1179,34,Travel_Rarely,1130,Research & Development,3,3,Life Sciences,1,1658,Female,66,2,Divorced,5433,19332,Y,12,3,80,1,2,Research Scientist,3,8,9,2.4849066497880004,2.4849066497880004,2.0794415416798357,No,2,4,3,3,No,1
1180,36,Travel_Rarely,311,Research & Development,7,3,Life Sciences,1,1659,Male,77,1,Single,2013,10950,Y,11,3,80,0,4,Laboratory Technician,3,3,3,2.772588722239781,1.6094379124341003,0.6931471805599453,No,2,1,3,3,No,2
1181,49,Travel_Rarely,465,Research & Development,6,1,Life Sciences,1,1661,Female,41,4,Married,13966,11652,Y,19,2,80,1,3,Healthcare Representative,3,11,12,3.4339872044851463,2.772588722239781,1.0986122886681096,No,3,3,2,3,Yes,2
1182,36,Non-Travel,894,Research & Development,1,4,Medical,1,1662,Female,33,2,Married,4374,15411,Y,15,3,80,0,6,Manufacturing Director,3,2,2,1.6094379124341003,1.3862943611198906,0.6931471805599453,No,3,4,2,3,No,0
1187,38,Travel_Frequently,1189,Research & Development,1,3,Life Sciences,1,1668,Male,90,2,Married,4735,9867,Y,15,4,80,2,4,Research Scientist,3,11,9,2.995732273553991,2.639057329615259,1.0986122886681096,No,4,4,3,4,No,7
1188,29,Travel_Rarely,991,Sales,5,3,Medical,1,1669,Male,43,2,Divorced,4187,3356,Y,13,2,80,1,3,Sales Executive,3,0,9,2.3978952727983707,2.3978952727983707,0.0,No,2,1,2,2,Yes,1
1189,33,Travel_Rarely,392,Sales,2,4,Medical,1,1670,Male,93,2,Divorced,5505,3921,Y,14,3,80,2,5,Sales Executive,3,2,4,1.9459101490553132,1.9459101490553132,0.0,No,4,4,3,3,No,1
1190,32,Travel_Rarely,977,Research & Development,2,3,Medical,1,1671,Male,45,2,Divorced,5470,25518,Y,13,3,80,2,4,Research Scientist,3,5,6,2.3978952727983707,2.302585092994046,0.6931471805599453,No,2,4,3,2,No,0
1191,31,Travel_Rarely,1112,Sales,5,4,Life Sciences,1,1673,Female,67,2,Married,5476,22589,Y,11,1,80,2,2,Sales Executive,3,0,2,2.3978952727983707,2.3978952727983707,0.0,No,4,1,3,3,No,1
1192,49,Travel_Rarely,464,Research & Development,16,3,Medical,1,1674,Female,74,1,Divorced,2587,24941,Y,16,2,80,1,2,Laboratory Technician,3,2,2,2.8903717578961645,1.0986122886681096,1.0986122886681096,No,1,4,3,2,Yes,4
1194,47,Travel_Rarely,1225,Sales,2,4,Life Sciences,1,1676,Female,47,4,Divorced,15972,21086,Y,14,3,80,3,2,Manager,3,2,2,3.4011973816621555,1.3862943611198906,0.6931471805599453,No,2,2,4,3,No,6
1195,49,Travel_Rarely,809,Research & Development,1,3,Life Sciences,1,1677,Male,36,4,Single,15379,22384,Y,14,1,80,0,2,Manager,3,7,0,3.1780538303479458,2.1972245773362196,0.0,No,3,3,3,3,No,4
1196,41,Travel_Rarely,1206,Sales,23,2,Life Sciences,1,1678,Male,80,3,Single,7082,11591,Y,16,4,80,0,2,Sales Executive,3,0,2,3.091042453358316,1.0986122886681096,0.0,No,3,4,3,3,Yes,3
1197,20,Travel_Rarely,727,Sales,9,1,Life Sciences,1,1680,Male,54,1,Single,2728,21082,Y,11,1,80,0,3,Sales Representative,3,2,2,1.0986122886681096,1.0986122886681096,0.0,No,1,4,3,3,No,1
1199,36,Travel_Rarely,1351,Research & Development,26,4,Life Sciences,1,1682,Male,80,2,Married,5347,7419,Y,14,2,80,2,2,Healthcare Representative,3,2,2,2.3978952727983707,1.3862943611198906,0.0,No,3,1,3,2,No,6
1200,44,Travel_Rarely,528,Human Resources,1,3,Life Sciences,1,1683,Female,44,1,Divorced,3195,4167,Y,18,1,80,3,2,Human Resources,3,2,2,2.1972245773362196,1.0986122886681096,1.0986122886681096,No,4,3,3,3,Yes,4
1201,23,Travel_Rarely,1320,Research & Development,8,1,Medical,1,1684,Male,93,1,Single,3989,20586,Y,11,1,80,0,2,Laboratory Technician,3,4,2,1.791759469228055,1.791759469228055,0.6931471805599453,Yes,3,4,2,3,Yes,1
1202,38,Travel_Rarely,1495,Research & Development,4,2,Medical,1,1687,Female,87,1,Married,3306,26176,Y,19,4,80,1,5,Laboratory Technician,3,0,0,2.0794415416798357,0.0,0.0,No,3,4,3,2,No,7
1203,53,Travel_Rarely,1395,Research & Development,24,4,Medical,1,1689,Male,48,3,Married,7005,3458,Y,15,3,80,0,2,Healthcare Representative,3,3,2,2.4849066497880004,1.6094379124341003,0.6931471805599453,No,4,2,4,3,No,3
1204,48,Travel_Frequently,708,Sales,7,2,Medical,1,1691,Female,95,1,Married,2655,11740,Y,11,3,80,2,3,Sales Representative,3,7,7,2.995732273553991,2.302585092994046,2.0794415416798357,Yes,3,4,3,3,Yes,2
1205,32,Travel_Rarely,1259,Research & Development,2,4,Life Sciences,1,1692,Male,95,1,Single,1393,24852,Y,12,1,80,0,2,Laboratory Technician,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,2,4,3,3,No,1
1207,55,Travel_Rarely,1441,Research & Development,22,3,Technical Degree,1,1694,Male,94,1,Divorced,3537,23737,Y,12,4,80,1,1,Research Scientist,3,2,2,2.1972245773362196,1.6094379124341003,0.6931471805599453,No,2,1,2,3,No,5
1208,34,Travel_Rarely,1157,Research & Development,5,2,Medical,1,1696,Male,57,2,Married,3986,11912,Y,14,3,80,1,3,Laboratory Technician,3,10,13,2.772588722239781,2.772588722239781,1.6094379124341003,No,4,2,2,4,No,1
1210,33,Travel_Rarely,267,Research & Development,21,3,Medical,1,1698,Male,79,1,Married,2028,13637,Y,18,4,80,3,6,Laboratory Technician,3,11,13,2.70805020110221,2.70805020110221,1.0986122886681096,No,2,2,4,3,No,1
1211,37,Travel_Frequently,1278,Sales,1,4,Medical,1,1700,Male,31,2,Divorced,9525,7677,Y,14,3,80,2,2,Sales Executive,3,3,3,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,4,3,1,2,No,1
1212,34,Travel_Rarely,678,Research & Development,19,3,Life Sciences,1,1701,Female,35,1,Married,2929,20338,Y,12,2,80,0,3,Research Scientist,3,9,7,2.3978952727983707,2.3978952727983707,2.1972245773362196,No,4,2,2,3,No,1
1214,44,Travel_Rarely,921,Research & Development,2,3,Life Sciences,1,1703,Female,96,3,Married,7879,14810,Y,19,2,80,1,2,Healthcare Representative,3,7,7,2.302585092994046,2.1972245773362196,1.9459101490553132,No,4,3,4,3,Yes,1
1215,35,Travel_Frequently,146,Research & Development,2,4,Medical,1,1704,Male,79,1,Single,4930,13970,Y,14,3,80,0,2,Research Scientist,3,4,4,1.9459101490553132,1.791759469228055,0.6931471805599453,No,4,1,2,4,Yes,0
1216,43,Travel_Rarely,1179,Sales,2,3,Medical,1,1706,Male,73,2,Married,7847,6069,Y,17,1,80,1,3,Sales Executive,3,9,8,2.3978952727983707,2.3978952727983707,2.1972245773362196,No,4,4,3,3,Yes,1
1217,24,Travel_Rarely,581,Research & Development,9,3,Medical,1,1707,Male,62,1,Married,4401,17616,Y,16,4,80,1,1,Research Scientist,3,3,4,1.791759469228055,1.791759469228055,0.0,No,3,3,4,3,No,1
1218,41,Travel_Rarely,918,Sales,6,3,Marketing,1,1708,Male,35,3,Single,9241,15869,Y,12,2,80,0,3,Sales Executive,3,8,7,2.3978952727983707,2.3978952727983707,2.1972245773362196,No,3,4,3,3,No,1
1219,29,Travel_Rarely,1082,Research & Development,9,4,Medical,1,1709,Female,43,1,Married,2974,25412,Y,17,3,80,1,2,Laboratory Technician,3,3,2,2.302585092994046,1.791759469228055,0.6931471805599453,No,3,4,3,3,No,9
1220,36,Travel_Rarely,530,Sales,2,4,Life Sciences,1,1710,Female,51,2,Single,4502,7439,Y,15,3,80,0,2,Sales Representative,3,7,7,2.8903717578961645,2.639057329615259,1.9459101490553132,No,4,3,3,2,No,3
1222,24,Travel_Rarely,240,Human Resources,22,1,Human Resources,1,1714,Male,58,1,Married,1555,11585,Y,11,3,80,1,2,Human Resources,3,0,0,0.6931471805599453,0.6931471805599453,0.0,Yes,3,4,1,3,No,1
1223,47,Travel_Frequently,1093,Sales,9,3,Life Sciences,1,1716,Male,82,4,Married,12936,24164,Y,11,3,80,0,3,Sales Executive,3,5,10,3.258096538021482,3.1780538303479458,2.70805020110221,Yes,3,3,1,1,No,7
1224,26,Travel_Rarely,390,Research & Development,17,4,Medical,1,1718,Male,62,1,Married,2305,6217,Y,15,3,80,3,3,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.0,No,3,4,1,4,No,1
1225,45,Travel_Rarely,1005,Research & Development,28,2,Technical Degree,1,1719,Female,48,4,Single,16704,17119,Y,11,3,80,0,2,Research Director,3,6,6,3.091042453358316,3.091042453358316,2.1972245773362196,No,2,4,2,3,No,1
1226,32,Travel_Frequently,585,Research & Development,10,3,Life Sciences,1,1720,Male,56,1,Married,3433,17360,Y,13,1,80,1,3,Research Scientist,3,2,3,2.3978952727983707,1.791759469228055,0.6931471805599453,No,3,1,3,2,No,6
1227,31,Travel_Rarely,741,Research & Development,2,4,Life Sciences,1,1721,Male,69,1,Married,3477,18103,Y,14,4,80,1,2,Laboratory Technician,3,2,3,1.9459101490553132,1.791759469228055,0.0,No,3,2,3,4,No,1
1228,41,Non-Travel,552,Human Resources,4,3,Human Resources,1,1722,Male,60,2,Married,6430,20794,Y,19,2,80,1,4,Human Resources,3,2,2,2.3978952727983707,1.3862943611198906,0.6931471805599453,No,2,3,1,3,No,6
1229,40,Travel_Rarely,369,Research & Development,8,2,Life Sciences,1,1724,Female,92,2,Married,6516,5041,Y,16,2,80,1,3,Manufacturing Director,3,0,0,2.9444389791664403,0.6931471805599453,0.0,No,1,2,3,3,Yes,2
1230,24,Travel_Rarely,506,Research & Development,29,1,Medical,1,1725,Male,91,1,Divorced,3907,3622,Y,13,2,80,3,2,Laboratory Technician,3,2,2,1.9459101490553132,1.9459101490553132,0.6931471805599453,No,1,2,3,4,No,1
1231,46,Travel_Rarely,717,Research & Development,13,4,Life Sciences,1,1727,Male,34,2,Single,5562,9697,Y,14,4,80,0,3,Healthcare Representative,3,7,9,2.995732273553991,2.3978952727983707,0.0,No,2,3,3,3,No,6
1232,35,Travel_Rarely,1370,Research & Development,27,4,Life Sciences,1,1728,Male,49,2,Married,6883,5151,Y,16,2,80,1,3,Manufacturing Director,3,7,7,2.8903717578961645,2.0794415416798357,0.0,No,3,4,3,3,No,2
1233,30,Travel_Rarely,793,Research & Development,16,1,Life Sciences,1,1729,Male,33,1,Married,2862,3811,Y,12,2,80,1,2,Research Scientist,3,0,8,2.3978952727983707,2.3978952727983707,0.0,No,4,2,3,2,No,1
1234,47,Non-Travel,543,Sales,2,4,Marketing,1,1731,Male,87,2,Married,4978,3536,Y,11,4,80,1,3,Sales Executive,3,0,0,1.6094379124341003,0.6931471805599453,0.0,No,2,3,3,1,No,7
1235,46,Travel_Rarely,1277,Sales,2,3,Life Sciences,1,1732,Male,74,3,Divorced,10368,5596,Y,12,2,80,1,5,Sales Executive,3,6,3,2.639057329615259,2.3978952727983707,0.0,No,4,3,3,2,Yes,4
1236,36,Travel_Rarely,1456,Sales,13,5,Marketing,1,1733,Male,96,2,Divorced,6134,8658,Y,13,2,80,3,3,Sales Executive,3,2,2,2.833213344056216,1.0986122886681096,1.0986122886681096,Yes,1,2,2,3,Yes,5
1237,32,Travel_Rarely,964,Sales,1,2,Life Sciences,1,1734,Male,34,2,Single,6735,12147,Y,15,2,80,0,2,Sales Executive,3,0,0,2.3978952727983707,0.0,0.0,Yes,2,1,1,3,No,6
1238,23,Travel_Rarely,160,Research & Development,4,1,Medical,1,1735,Female,51,1,Single,3295,12862,Y,13,3,80,0,3,Laboratory Technician,3,2,2,1.3862943611198906,1.3862943611198906,0.6931471805599453,No,2,3,3,1,No,1
1240,39,Non-Travel,792,Research & Development,1,3,Life Sciences,1,1737,Male,77,2,Married,6472,8989,Y,15,4,80,1,2,Laboratory Technician,3,8,8,2.302585092994046,2.302585092994046,1.791759469228055,No,4,4,3,3,Yes,1
